concept_id,display_label,source_type,source_table,source_row_id,primary_url,status,deprecated_at,deprecated_reason
algorithm:falcon-spec-v12,Falcon-Spec-v12,algorithm,library,Falcon-Spec-v12,https://falcon-sign.info/falcon.pdf,active,,
framework:nist-cswp-39,NIST CSWP 39,framework,library,NIST CSWP 39,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39.pdf,active,,
framework:nist-cswp-48,NIST CSWP 48,framework,library,NIST CSWP 48,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.48.ipd.pdf,active,,
framework:nist-ir-8477,NIST IR 8477,framework,library,NIST IR 8477,https://csrc.nist.gov/publications/detail/ir/8477/final,active,,
guidance:anssi-bsi-qkd-position-paper,ANSSI-BSI-QKD-Position-Paper,guidance,library,ANSSI-BSI-QKD-Position-Paper,,active,,
guidance:anssi-pqc-follow-up-paper,ANSSI PQC Follow-up Paper,guidance,library,ANSSI PQC Follow-up Paper,https://cyber.gouv.fr/sites/default/files/document/follow_up_position_paper_on_post_quantum_cryptography.pdf,active,,
guidance:anssi-pqc-position-paper,ANSSI PQC Position Paper,guidance,library,ANSSI PQC Position Paper,https://cyber.gouv.fr/sites/default/files/2022/04/anssi-avis-migration-vers-la-cryptographie-post-quantique.pdf,active,,
guidance:au-asd-ism-crypto-2024,AU-ASD-ISM-Crypto-2024,guidance,library,AU-ASD-ISM-Crypto-2024,https://www.cyber.gov.au/sites/default/files/2024-12/22.%20ISM%20-%20Guidelines%20for%20Cryptography%20(December%202024).pdf,active,,
guidance:bsi-anssi-qkd-position-2024,BSI-ANSSI-QKD-Position-2024,guidance,library,BSI-ANSSI-QKD-Position-2024,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Crypto/Quantum_Positionspapier.pdf?__blob=publicationFile&v=4,active,,
guidance:bsi-tr-02102,BSI TR-02102,guidance,library,BSI TR-02102,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-1.pdf,active,,
guidance:bsi-tr-02102-1,BSI TR-02102-1,guidance,library,BSI TR-02102-1,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-1.pdf,active,,
guidance:bsi-tr-02102-2,BSI TR-02102-2,guidance,library,BSI TR-02102-2,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-2.pdf,active,,
guidance:bsi-tr-02102-3,BSI TR-02102-3,guidance,library,BSI TR-02102-3,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-3.pdf,active,,
guidance:bsi-tr-02102-4,BSI TR-02102-4,guidance,library,BSI TR-02102-4,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-4.pdf,active,,
guidance:ca-tbs-spin-pqc-2025,CA-TBS-SPIN-PQC-2025,guidance,library,CA-TBS-SPIN-PQC-2025,https://www.canada.ca/en/government/system/digital-government/policies-standards/spin/migrating-government-canada-post-quantum-cryptography.html,active,,
guidance:circl-cloudflare,CIRCL-Cloudflare,guidance,library,CIRCL-Cloudflare,https://github.com/cloudflare/circl,active,,
guidance:cisa-pqc-category-list-2026,CISA-PQC-CATEGORY-LIST-2026,guidance,library,CISA-PQC-CATEGORY-LIST-2026,https://www.cisa.gov/resources-tools/resources/product-categories-technologies-use-post-quantum-cryptography-standards,active,,
guidance:cnssp-11,CNSSP 11,guidance,library,CNSSP 11,https://www.cnss.gov/CNSS/issuances/Policies.htm,active,,
guidance:cnssp-15,CNSSP 15,guidance,library,CNSSP 15,https://www.cnss.gov/CNSS/issuances/Policies.htm,active,,
guidance:dora-reg-2022-2554,DORA-REG-2022-2554,guidance,library,DORA-REG-2022-2554,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2554,active,,
guidance:eidas-2-regulation,eIDAS-2-Regulation,guidance,library,eIDAS-2-Regulation,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024R1183,active,,
guidance:enisa-pqc-guidelines,ENISA PQC Guidelines,guidance,library,ENISA PQC Guidelines,https://www.enisa.europa.eu/publications/post-quantum-cryptography-current-state-and-quantum-mitigation,active,,
guidance:enisa-pqc-integration-study-2022,ENISA-PQC-Integration-Study-2022,guidance,library,ENISA-PQC-Integration-Study-2022,https://www.enisa.europa.eu/publications/post-quantum-cryptography-integration-study,active,,
guidance:eu-bsi-pqc-joint-statement-2024,EU-BSI-PQC-Joint-Statement-2024,guidance,library,EU-BSI-PQC-Joint-Statement-2024,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Crypto/PQC-joint-statement.pdf,active,,
guidance:g7-ceg-financial-pqc-2026,G7-CEG-Financial-PQC-2026,guidance,library,G7-CEG-Financial-PQC-2026,https://home.treasury.gov/,active,,
guidance:mas-circular-it-risk,MAS-CIRCULAR-IT-RISK,guidance,library,MAS-CIRCULAR-IT-RISK,https://www.mas.gov.sg/-/media/MAS/Regulations-and-Financial-Stability/Regulatory-and-Supervisory-Framework/Risk-Management/TRM-Guidelines-18-January-2021.pdf,active,,
guidance:nerc-cip-reqs,NERC-CIP-REQS,guidance,library,NERC-CIP-REQS,https://www.nerc.com/pa/Stand/Reliability%20Standards%20Complete%20Set/RSCompleteSet.pdf,active,,
guidance:nis2-directive-2022-2555,NIS2-DIRECTIVE-2022-2555,guidance,library,NIS2-DIRECTIVE-2022-2555,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022L2555,active,,
guidance:nsa-cnsa-20,NSA CNSA 2.0,guidance,library,NSA CNSA 2.0,https://media.defense.gov/2025/May/30/2003728741/-1/-1/0/CSA_CNSA_2.0_ALGORITHMS.PDF,active,,
guidance:nsa-cnsa-20-faq,NSA CNSA 2.0 FAQ,guidance,library,NSA CNSA 2.0 FAQ,https://media.defense.gov/2022/Sep/07/2003071836/-1/-1/0/CSI_CNSA_2.0_FAQ_.PDF,active,,
guidance:nsm-10,NSM-10,guidance,library,NSM-10,https://bidenwhitehouse.archives.gov/briefing-room/statements-releases/2022/05/04/national-security-memorandum-on-promoting-united-states-leadership-in-quantum-computing-while-mitigating-risks-to-vulnerable-cryptographic-systems/,active,,
guidance:nsm-8,NSM-8,guidance,library,NSM-8,https://www.whitehouse.gov/briefing-room/statements-releases/2022/01/19/memorandum-on-improving-the-cybersecurity-of-national-security-department-of-defense-and-intelligence-community-systems/,active,,
guidance:pci-dss-qrg,PCI-DSS-QRG,guidance,library,PCI-DSS-QRG,https://www.pcisecuritystandards.org/documents/PCIDSS_QRGv3.pdf,active,,
guidance:sg-mas-quantum-advisory-2024,SG-MAS-Quantum-Advisory-2024,guidance,library,SG-MAS-Quantum-Advisory-2024,https://www.mas.gov.sg/regulation/circulars/advisory-on-addressing-the-cybersecurity-risks-associated-with-quantum,active,,
guidance:uk-ncsc-migration-timelines-2025,UK-NCSC-Migration-Timelines-2025,guidance,library,UK-NCSC-Migration-Timelines-2025,https://www.ncsc.gov.uk/guidance/pqc-migration-timelines,active,,
guidance:uk-ncsc-pqc-guidance,UK NCSC PQC Guidance,guidance,library,UK NCSC PQC Guidance,https://www.ncsc.gov.uk/whitepaper/quantum-safe-cryptography,active,,
guidance:us-cisa-pqc-ot-2024,US-CISA-PQC-OT-2024,guidance,library,US-CISA-PQC-OT-2024,https://www.cisa.gov/sites/default/files/2024-10/Post-Quantum%20Considerations%20for%20Operational%20Technology%20(508).pdf,active,,
standard:algorand-pqc-technical-brief,Algorand-PQC-Technical-Brief,standard,library,Algorand-PQC-Technical-Brief,,active,,
standard:ansi-x962,ANSI X9.62,standard,library,ANSI X9.62,https://webstore.ansi.org/standards/ascx9/ansix9622005,active,,
standard:ansi-x963,ANSI X9.63,standard,library,ANSI X9.63,https://webstore.ansi.org/standards/ascx9/ansix9632011,active,,
standard:aptos-aip137-slh-dsa,Aptos-AIP137-SLH-DSA,standard,library,Aptos-AIP137-SLH-DSA,,active,,
standard:aq-pqc-migration-framework-v11-2026,AQ-PQC-Migration-Framework-v1.1-2026,standard,library,AQ-PQC-Migration-Framework-v1.1-2026,https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,active,,
standard:arstechnica-ransomware-quantum-safe-2026,ArsTechnica-Ransomware-Quantum-Safe-2026,standard,library,ArsTechnica-Ransomware-Quantum-Safe-2026,https://arstechnica.com/security/2026/04/now-even-ransomware-is-using-post-quantum-cryptography/,active,,
standard:arxiv-2025-slh-dsa-rowhammer,ArXiv-2025-SLH-DSA-Rowhammer,standard,library,ArXiv-2025-SLH-DSA-Rowhammer,https://doi.org/10.48550/arXiv.2509.13048,active,,
standard:bip-141,BIP-141,standard,library,BIP-141,https://github.com/bitcoin/bips/blob/master/bip-0141.mediawiki,active,,
standard:bip-32,BIP-32,standard,library,BIP-32,https://github.com/bitcoin/bips/blob/master/bip-0032.mediawiki,active,,
standard:bip-340,BIP-340,standard,library,BIP-340,https://github.com/bitcoin/bips/blob/master/bip-0340.mediawiki,active,,
standard:bip-341,BIP-341,standard,library,BIP-341,https://github.com/bitcoin/bips/blob/master/bip-0341.mediawiki,active,,
standard:bip-43,BIP-43,standard,library,BIP-43,https://github.com/bitcoin/bips/blob/master/bip-0043.mediawiki,active,,
standard:bip-44,BIP-44,standard,library,BIP-44,https://github.com/bitcoin/bips/blob/master/bip-0044.mediawiki,active,,
standard:bitcoin-bip360-p2qrh,Bitcoin-BIP360-P2QRH,standard,library,Bitcoin-BIP360-P2QRH,https://github.com/bitcoin/bips/blob/master/bip-0360.mediawiki,active,,
standard:bitcoin-whitepaper,Bitcoin-Whitepaper,standard,library,Bitcoin-Whitepaper,https://bitcoin.org/bitcoin.pdf,active,,
standard:bsi-ais-20-31,BSI-AIS-20-31,standard,library,BSI-AIS-20-31,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Certification/Interpretations/AIS_20_AIS_31_Functionality_classes_for_random_number_generators_e.html,active,,
standard:ca-b-forum-ballot-smc013,CA-B-Forum-Ballot-SMC013,standard,library,CA-B-Forum-Ballot-SMC013,https://cabforum.org/2025/07/02/ballot-smc-013/,active,,
standard:canada-cse-pqc-guidance,Canada CSE PQC Guidance,standard,library,Canada CSE PQC Guidance,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,active,,
standard:cloudflare-mtc-blog,Cloudflare-MTC-Blog,standard,library,Cloudflare-MTC-Blog,https://blog.cloudflare.com/bootstrap-mtc/,active,,
standard:cloudflare-pq-internet-2025,Cloudflare-PQ-Internet-2025,standard,library,Cloudflare-PQ-Internet-2025,https://blog.cloudflare.com/pq-2025/,active,,
standard:common-criteria,COMMON-CRITERIA,standard,library,COMMON-CRITERIA,https://www.commoncriteriaportal.org/cc/,active,,
standard:cot-decrypting-future-pqc-timelines-2026,CoT-Decrypting-Future-PQC-Timelines-2026,standard,library,CoT-Decrypting-Future-PQC-Timelines-2026,https://www.charteroftrust.com/wp-content/uploads/2026/04/20260115_PQC-Decrypting-the-Future_FINAL-1.pdf,active,,
standard:csa-practitioners-guide-pqc-2025,CSA-Practitioners-Guide-PQC-2025,standard,library,CSA-Practitioners-Guide-PQC-2025,https://cloudsecurityalliance.org/artifacts/a-practitioners-guide-to-post-quantum-cryptography,active,,
standard:cz-nukib-crypto-requirements-2023,CZ-NUKIB-Crypto-Requirements-2023,standard,library,CZ-NUKIB-Crypto-Requirements-2023,https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,active,,
standard:dod-cio-pqc-memo-2025,DoD-CIO-PQC-Memo-2025,standard,library,DoD-CIO-PQC-Memo-2025,https://dodcio.defense.gov/Portals/0/Documents/Library/PreparingForMigrationPQC.pdf,active,,
standard:draft-becker-cnsa2-ssh-profile,draft-becker-cnsa2-ssh-profile,standard,library,draft-becker-cnsa2-ssh-profile,https://datatracker.ietf.org/doc/draft-becker-cnsa2-ssh-profile/,active,,
standard:draft-celi-wiggers-tls-authkem,draft-celi-wiggers-tls-authkem,standard,library,draft-celi-wiggers-tls-authkem,https://datatracker.ietf.org/doc/draft-celi-wiggers-tls-authkem/,active,,
standard:draft-hu-ipsecme-pqt-hybrid-auth,draft-hu-ipsecme-pqt-hybrid-auth,standard,library,draft-hu-ipsecme-pqt-hybrid-auth,https://datatracker.ietf.org/doc/draft-hu-ipsecme-pqt-hybrid-auth/,active,,
standard:draft-ietf-cose-dilithium,draft-ietf-cose-dilithium,standard,library,draft-ietf-cose-dilithium,https://www.ietf.org/archive/id/draft-ietf-cose-dilithium-11.html,active,,
standard:draft-ietf-cose-dilithium-05,draft-ietf-cose-dilithium-05,standard,library,draft-ietf-cose-dilithium-05,https://datatracker.ietf.org/doc/draft-ietf-cose-dilithium/,active,,
standard:draft-ietf-cose-falcon-04,draft-ietf-cose-falcon-04,standard,library,draft-ietf-cose-falcon-04,https://datatracker.ietf.org/doc/draft-ietf-cose-falcon/04/,active,,
standard:draft-ietf-ipsecme-ikev2-downgrade-prevention,draft-ietf-ipsecme-ikev2-downgrade-prevention,standard,library,draft-ietf-ipsecme-ikev2-downgrade-prevention,https://datatracker.ietf.org/doc/draft-ietf-ipsecme-ikev2-downgrade-prevention/,active,,
standard:draft-ietf-ipsecme-ikev2-mlkem,draft-ietf-ipsecme-ikev2-mlkem,standard,library,draft-ietf-ipsecme-ikev2-mlkem,https://datatracker.ietf.org/doc/draft-ietf-ipsecme-ikev2-mlkem/,active,,
standard:draft-ietf-ipsecme-ikev2-pqc-auth,draft-ietf-ipsecme-ikev2-pqc-auth,standard,library,draft-ietf-ipsecme-ikev2-pqc-auth,https://datatracker.ietf.org/doc/draft-ietf-ipsecme-ikev2-pqc-auth/,active,,
standard:draft-ietf-jose-pqc-kem,draft-ietf-jose-pqc-kem,standard,library,draft-ietf-jose-pqc-kem,https://datatracker.ietf.org/doc/draft-ietf-jose-pqc-kem/,active,,
standard:draft-ietf-lake-edhoc-psk,draft-ietf-lake-edhoc-psk,standard,library,draft-ietf-lake-edhoc-psk,https://datatracker.ietf.org/doc/draft-ietf-lake-edhoc-psk/,active,,
standard:draft-ietf-lamps-cert-binding-for-multi-auth,draft-ietf-lamps-cert-binding-for-multi-auth,standard,library,draft-ietf-lamps-cert-binding-for-multi-auth,https://datatracker.ietf.org/doc/draft-ietf-lamps-cert-binding-for-multi-auth/,active,,
standard:draft-ietf-lamps-cms-kyber-13,draft-ietf-lamps-cms-kyber-13,standard,library,draft-ietf-lamps-cms-kyber-13,https://datatracker.ietf.org/doc/draft-ietf-lamps-cms-kyber/,active,,
standard:draft-ietf-lamps-dilithium-certificates,draft-ietf-lamps-dilithium-certificates,standard,library,draft-ietf-lamps-dilithium-certificates,https://datatracker.ietf.org/doc/draft-ietf-lamps-dilithium-certificates/,active,,
standard:draft-ietf-lamps-dilithium-certificates-13,draft-ietf-lamps-dilithium-certificates-13,standard,library,draft-ietf-lamps-dilithium-certificates-13,https://datatracker.ietf.org/doc/draft-ietf-lamps-dilithium-certificates/,active,,
standard:draft-ietf-lamps-kyber-certificates,draft-ietf-lamps-kyber-certificates,standard,library,draft-ietf-lamps-kyber-certificates,https://datatracker.ietf.org/doc/draft-ietf-lamps-kyber-certificates/,active,,
standard:draft-ietf-lamps-pq-composite-sigs-15,draft-ietf-lamps-pq-composite-sigs-15,standard,library,draft-ietf-lamps-pq-composite-sigs-15,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,active,,
standard:draft-ietf-openpgp-pqc-17,draft-ietf-openpgp-pqc-17,standard,library,draft-ietf-openpgp-pqc-17,https://datatracker.ietf.org/doc/draft-ietf-openpgp-pqc/,active,,
standard:draft-ietf-opsawg-rfc5706bis,draft-ietf-opsawg-rfc5706bis,standard,library,draft-ietf-opsawg-rfc5706bis,https://datatracker.ietf.org/doc/draft-ietf-opsawg-rfc5706bis/,active,,
standard:draft-ietf-pquip-hbs-state,draft-ietf-pquip-hbs-state,standard,library,draft-ietf-pquip-hbs-state,https://datatracker.ietf.org/doc/draft-ietf-pquip-hbs-state/,active,,
standard:draft-ietf-pquip-hybrid-signature-spectrums,draft-ietf-pquip-hybrid-signature-spectrums,standard,library,draft-ietf-pquip-hybrid-signature-spectrums,https://datatracker.ietf.org/doc/draft-ietf-pquip-hybrid-signature-spectrums/,active,,
standard:draft-ietf-pquip-pqc-engineers-14,draft-ietf-pquip-pqc-engineers-14,standard,library,draft-ietf-pquip-pqc-engineers-14,https://datatracker.ietf.org/doc/draft-ietf-pquip-pqc-engineers/,active,,
standard:draft-ietf-pquip-pqt-hybrid-terminology,draft-ietf-pquip-pqt-hybrid-terminology,standard,library,draft-ietf-pquip-pqt-hybrid-terminology,https://datatracker.ietf.org/doc/draft-ietf-pquip-pqt-hybrid-terminology/,active,,
standard:draft-ietf-sshm-mlkem-hybrid-kex,draft-ietf-sshm-mlkem-hybrid-kex,standard,library,draft-ietf-sshm-mlkem-hybrid-kex,https://datatracker.ietf.org/doc/draft-ietf-sshm-mlkem-hybrid-kex/,active,,
standard:draft-ietf-sshm-ntruprime-ssh,draft-ietf-sshm-ntruprime-ssh,standard,library,draft-ietf-sshm-ntruprime-ssh,https://datatracker.ietf.org/doc/draft-ietf-sshm-ntruprime-ssh/,active,,
standard:draft-ietf-tls-authkem,draft-ietf-tls-authkem,standard,library,draft-ietf-tls-authkem,https://datatracker.ietf.org/doc/draft-ietf-tls-authkem/,active,,
standard:draft-ietf-tls-ecdhe-mlkem-04,draft-ietf-tls-ecdhe-mlkem-04,standard,library,draft-ietf-tls-ecdhe-mlkem-04,https://datatracker.ietf.org/doc/draft-ietf-tls-ecdhe-mlkem/,active,,
standard:draft-ietf-tls-hybrid-design-16,draft-ietf-tls-hybrid-design-16,standard,library,draft-ietf-tls-hybrid-design-16,https://datatracker.ietf.org/doc/draft-ietf-tls-hybrid-design/,active,,
standard:draft-ietf-tls-merkle-tree-certs,draft-ietf-tls-merkle-tree-certs,standard,library,draft-ietf-tls-merkle-tree-certs,https://www.ietf.org/archive/id/draft-ietf-plants-merkle-tree-certs-02.html,active,,
standard:draft-ietf-tls-mldsa-02,draft-ietf-tls-mldsa-02,standard,library,draft-ietf-tls-mldsa-02,https://datatracker.ietf.org/doc/draft-ietf-tls-mldsa/02/,active,,
standard:draft-ietf-tls-mlkem-07,draft-ietf-tls-mlkem-07,standard,library,draft-ietf-tls-mlkem-07,https://datatracker.ietf.org/doc/draft-ietf-tls-mlkem/,active,,
standard:draft-ietf-tls-rfc8447bis-15,draft-ietf-tls-rfc8447bis-15,standard,library,draft-ietf-tls-rfc8447bis-15,https://datatracker.ietf.org/doc/draft-ietf-tls-rfc8447bis/,active,,
standard:draft-ietf-tls-semistatic-dh,draft-ietf-tls-semistatic-dh,standard,library,draft-ietf-tls-semistatic-dh,https://datatracker.ietf.org/doc/draft-ietf-tls-semistatic-dh/,active,,
standard:draft-ietf-tls-subcerts,draft-ietf-tls-subcerts,standard,library,draft-ietf-tls-subcerts,https://datatracker.ietf.org/doc/draft-ietf-tls-subcerts/,active,,
standard:draft-ietf-uta-pqc-app-01,draft-ietf-uta-pqc-app-01,standard,library,draft-ietf-uta-pqc-app-01,https://datatracker.ietf.org/doc/draft-ietf-uta-pqc-app/01/,active,,
standard:draft-kampanakis-curdle-ssh-pq-ke,draft-kampanakis-curdle-ssh-pq-ke,standard,library,draft-kampanakis-curdle-ssh-pq-ke,https://datatracker.ietf.org/doc/draft-kampanakis-curdle-ssh-pq-ke/,active,,
standard:draft-sfluhrer-ipsecme-ikev2-mldsa,draft-sfluhrer-ipsecme-ikev2-mldsa,standard,library,draft-sfluhrer-ipsecme-ikev2-mldsa,https://www.ietf.org/archive/id/draft-sfluhrer-ipsecme-ikev2-mldsa-01.html,active,,
standard:draft-sfluhrer-ipsecme-ikev2-mldsa-01,draft-sfluhrer-ipsecme-ikev2-mldsa-01,standard,library,draft-sfluhrer-ipsecme-ikev2-mldsa-01,https://datatracker.ietf.org/doc/draft-sfluhrer-ipsecme-ikev2-mldsa/01/,active,,
standard:draft-spm-lake-pqsuites,draft-spm-lake-pqsuites,standard,library,draft-spm-lake-pqsuites,https://datatracker.ietf.org/doc/draft-spm-lake-pqsuites/,active,,
standard:draft-turner-lamps-cms-fn-dsa-00,draft-turner-lamps-cms-fn-dsa-00,standard,library,draft-turner-lamps-cms-fn-dsa-00,https://datatracker.ietf.org/doc/draft-turner-lamps-cms-fn-dsa/,active,,
standard:draft-vitap-ml-dsa-webauthn,draft-vitap-ml-dsa-webauthn,standard,library,draft-vitap-ml-dsa-webauthn,https://datatracker.ietf.org/doc/draft-vitap-ml-dsa-webauthn/,active,,
