software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link,deprecated_at,deprecated_reason,product_id,pqc_cert_flag,cert_link_quality,data_quality_notes,date_stamp
IBM Aspera,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM Cloud HSM (Utimaco),ACVP,A7400,Utimaco IS GmbH,Lattice Module - ML,"ML-DSA, ML-KEM",,deprecated,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20181,2026-06-06,not in regen,,,,,
IBM Cloud HSM (Utimaco),ACVP,A7401,Utimaco IS GmbH,Stateful hash based Module - HBS,LMS,,deprecated,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20182,2026-06-06,not in regen,,,,,
IBM Cloud HSM (Utimaco),FIPS 140-3,3886,Utimaco IS GmbH,CryptoServer CSe-Series,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2021-04-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3886,2026-05-10,not in regen,ibm-cloud-hsm-utimaco,no_pqc_cert_classical_only,url_authoritative,CMVP #3886: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Cloud HSM (Utimaco),FIPS 140-3,3925,Utimaco IS GmbH,CryptoServer Se-Series Gen2,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2021-05-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3925,2026-05-16,not in regen,,,,,
IBM Cloud HSM (Utimaco),FIPS 140-3,4151,Utimaco IS GmbH,u.trust Anchor,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-02-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4151,2026-05-10,not in regen,ibm-cloud-hsm-utimaco,no_pqc_cert_classical_only,url_authoritative,CMVP #4151: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Cloud HSM (Utimaco),FIPS 140-3,4992,Utimaco Inc.,Atalla Cryptographic Subsystem (ACS),No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2025-03-25,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4992,2026-06-06,not in regen,,,,,
IBM Cloud HSM (Utimaco),FIPS 140-3,5223,Utimaco IS GmbH,u.trust Anchor,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5223,2026-06-06,not in regen,,,,,
IBM Db2,ACVP,A8454,IBM Corporation,IBM 4770-001 CCA Hardware Security Module (CLIC),"ML-DSA, ML-KEM",,deprecated,2026-06-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21295,2026-06-06,not in regen,,,,,
IBM Db2,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,ibm-db2,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Db2,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,,
IBM Db2,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM Db2,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM Guardium Key Lifecycle Manager,ACVP,A8454,IBM Corporation,IBM 4770-001 CCA Hardware Security Module (CLIC),"ML-DSA, ML-KEM",,deprecated,2026-06-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21295,2026-06-06,not in regen,,,,,
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4079,IBM Corporation,IBM 4769-001 Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2021-11-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4079,2026-06-06,not in regen,,,,,
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4553,IBM,IBM 4769-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-07-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4553,2026-06-06,not in regen,,,,,
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4558,IBM,IBM 4770-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-08-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4558,2026-06-06,not in regen,,,,,
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-05-10,not in regen,ibm-guardium-key-lifecycle-manager,no_pqc_cert_classical_only,url_authoritative,CMVP #4789: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM Guardium Key Lifecycle Manager,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM Guardium Quantum Safe,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,ibm-guardium-quantum-safe,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Guardium Quantum Safe,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,,
IBM Guardium Quantum Safe,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM Guardium Quantum Safe,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM Guardium Safe,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,ibm-guardium-safe,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Guardium Safe,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,,
IBM Guardium Safe,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM Guardium Safe,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM LinuxONE PQC,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,ibm-linuxone-pqc,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM LinuxONE PQC,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,,
IBM LinuxONE PQC,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM LinuxONE PQC,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM MQ,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,ibm-mq,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM MQ,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,,
IBM MQ,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM MQ,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM Quantum Safe Toolkit,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,ibm-quantum-safe-toolkit,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Quantum Safe Toolkit,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,,
IBM Quantum Safe Toolkit,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM Quantum Safe Toolkit,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM Security Guardium Data Protection,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,ibm-security-guardium-data-protection,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Security Guardium Data Protection,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,,
IBM Security Guardium Data Protection,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM Security Guardium Data Protection,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM Storage Scale 5.2,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,ibm-storage-scale-5-2,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Storage Scale 5.2,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,,
IBM Storage Scale 5.2,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM Storage Scale 5.2,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM z/OS Cryptographic Services (ICSF),FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,ibm-z-os-cryptographic-services-icsf,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM z/OS Cryptographic Services (ICSF),FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,,
IBM z/OS Cryptographic Services (ICSF),FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM z/OS Cryptographic Services (ICSF),FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM z/VSE,FIPS 140-3,4530,IBM Corporation,IBM® z/VM® Version 7 Release 2 System SSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-06-05,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4530,2026-06-06,not in regen,,,,,
IBM z/VSE,FIPS 140-3,4591,IBM Corporation,IBM® z/OS® Version 2 Release 4 ICSF PKCS #11 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2023-09-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4591,2026-05-10,not in regen,ibm-z-vse,no_pqc_cert_classical_only,url_authoritative,CMVP #4591: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM z/VSE,FIPS 140-3,4618,IBM Corporation,IBM® z/OS® Version 2 Release 4 System SSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-09-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4618,2026-06-04,not in regen,,,,,
IBM z/VSE,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-06-06,not in regen,,,,,
IBM z/VSE,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,,
IBM z/VSE,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM z/VSE,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM z16 Crypto Express 8S,ACVP,A8454,IBM Corporation,IBM 4770-001 CCA Hardware Security Module (CLIC),"ML-DSA, ML-KEM",,deprecated,2026-06-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21295,2026-06-06,not in regen,,,,,
IBM z16 Crypto Express 8S,FIPS 140-3,4079,IBM Corporation,IBM 4769-001 Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2021-11-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4079,2026-06-06,not in regen,,,,,
IBM z16 Crypto Express 8S,FIPS 140-3,4553,IBM,IBM 4769-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-07-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4553,2026-06-06,not in regen,,,,,
IBM z16 Crypto Express 8S,FIPS 140-3,4558,IBM,IBM 4770-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-08-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4558,2026-06-06,not in regen,,,,,
IBM z16 Crypto Express 8S,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM z16 Crypto Express 8S,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IBM z17 Quantum Safe,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,ibm-z17-quantum-safe,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM z17 Quantum Safe,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,,
IBM z17 Quantum Safe,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,,
IBM z17 Quantum Safe,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,,
IDEMIA Digital Identity Platform,ACVP,A6961,IDEMIA Secure Transactions,IDEMIA Sphere Cryptographic Library,"LMS, ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-05-28,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19694,2026-06-06,not in regen,,,,,
IDEMIA Digital Identity Platform,FIPS 140-3,4827,IDEMIA,FIPS Applet on RookySE,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-10-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4827,2026-06-06,not in regen,,,,,
IDEMIA Digital Identity Platform,FIPS 140-3,5024,IDEMIA,ID-One PIV 243 in NPIVP & CIV Configurations,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2025-06-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5024,2026-06-06,not in regen,,,,,
IDEMIA Digital Identity Platform,FIPS 140-3,5027,IDEMIA,ID-One PIV 243 in SPE Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2025-06-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5027,2026-06-06,not in regen,,,,,
IDEMIA PQC Secure Element,ACVP,A6961,IDEMIA Secure Transactions,IDEMIA Sphere Cryptographic Library,"LMS, ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-05-28,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19694,2026-06-06,not in regen,,,,,
IDEMIA PQC Secure Element,FIPS 140-3,4827,IDEMIA,FIPS Applet on RookySE,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2024-10-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4827,2026-06-06,not in regen,,,,,
IDEMIA PQC Secure Element,FIPS 140-3,5024,IDEMIA,ID-One PIV 243 in NPIVP & CIV Configurations,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2025-06-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5024,2026-06-06,not in regen,,,,,
IDEMIA PQC Secure Element,FIPS 140-3,5027,IDEMIA,ID-One PIV 243 in SPE Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2025-06-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5027,2026-06-06,not in regen,,,,,
Infineon AURIX TC49 PQC,FIPS 140-3,4446,Infineon Technologies AG,SLS37CSAUS V2X,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2023-03-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4446,2026-06-06,not in regen,,,,,
Infineon OPTIGA TPM SLB 9672,FIPS 140-3,4347,Infineon Technologies AG,Trusted Platform Module 2.0 SLB 9672,No PQC Mechanisms Detected,FIPS 140-3 L2,Active,2022-10-24,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4347,,,,,,,
Infineon OPTIGA TPM SLB 9672,FIPS 140-3,4446,Infineon Technologies AG,SLS37CSAUS V2X,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2023-03-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4446,2026-06-06,not in regen,,,,,
Infineon OPTIGA TPM SLB 9672,FIPS 140-3,4468,Infineon Technologies AG,Trusted Platform Module 2.0 SLB 9672 FW 17.25 and SLB 9673 FW 27.25,No PQC Mechanisms Detected,FIPS 140-3 L2,Active,2023-04-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4468,,,,,,,
Infineon OPTIGA TPM SLB 9672,FIPS 140-3,4467,Infineon Technologies AG,Trusted Platform Module 2.0 SLB 9672 FW 16.25 and SLB 9673 FW 26.25,No PQC Mechanisms Detected,FIPS 140-3 L2,Active,2023-04-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4467,,,,,,,
Infineon PSOC Control C3 PQC,FIPS 140-3,4446,Infineon Technologies AG,SLS37CSAUS V2X,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2023-03-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4446,2026-06-06,not in regen,,,,,
Infineon TEGRION SLC27 PQC,FIPS 140-3,4347,Infineon Technologies AG,Trusted Platform Module 2.0 SLB 9672,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2022-10-24,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4347,2026-06-06,not in regen,,,,,
