software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link,deprecated_at,deprecated_reason,product_id,pqc_cert_flag,cert_link_quality,data_quality_notes,date_stamp
F5 ADSP PQC,FIPS 140-3,5045,"F5, Inc.",F5OS-A Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2025-07-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5045,2026-06-06,not in regen,,,,,
F5 ADSP PQC,FIPS 140-3,5056,"F5, Inc.",Device Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2025-09-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5056,2026-06-06,not in regen,,,,,
F5 BIG-IP,FIPS 140-3,4716,"F5, Inc.",Cryptographic Module for BIG-IP ®,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2024-07-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4716,,,,,,,
F5 BIG-IP,FIPS 140-3,4895,"F5, Inc.",Cryptographic Module for BIG-IP,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-21,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4895,2026-06-04,not in regen,,,,,
F5 BIG-IP,FIPS 140-3,4945,"F5, Inc.",BIG-IP Tenant Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2025-01-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4945,2026-05-16,not in regen,,,,,
F5 BIG-IP,FIPS 140-3,5045,"F5, Inc.",F5OS-A Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2025-07-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5045,2026-06-06,not in regen,,,,,
F5 BIG-IP,FIPS 140-3,5056,"F5, Inc.",Device Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2025-09-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5056,2026-06-06,not in regen,,,,,
F5 BIG-IP,FIPS 140-3,5269,"F5, Inc.",BIG-IP Tenant Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L2,Active,2026-05-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5269,,,,,,,
F5 BIG-IP,FIPS 140-3,5299,"F5, Inc.",Cryptographic Module for BIG-IP,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2026-06-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5299,,,,,,,
FileVault (macOS),ACVP,A7637,Apple Inc.,"Apple corecrypto Module [Apple silicon, Kernel, Software, SL1] (vng_hwassist)","ML-DSA, ML-KEM",,deprecated,2025-10-31,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20368,2026-06-06,not in regen,,,,,
FileVault (macOS),ACVP,A7649,Apple Inc.,"Apple corecrypto Module [Apple silicon, Secure Key Store, Hardware, SL2] (c_ltc)","ML-DSA, ML-KEM",,deprecated,2025-10-31,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20372,2026-06-06,not in regen,,,,,
FileVault (macOS),ACVP,A7645,Apple Inc.,"Apple corecrypto Module [Apple silicon, User, Software, SL1] (vng_hwassist)","ML-DSA, ML-KEM",,deprecated,2025-10-31,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20361,2026-06-06,not in regen,,,,,
FileVault (macOS),Common Criteria,anssi-cc-2024-42,APPLE,"Apple Pay on Mac Mini with M2 Pro and Magic Keyboard with Touch ID, reference Mac mini with M2 Pro and Magic keyboard with Touch ID versiion macOS Son",BIKE,EAL2+,Active,2025-01-10,https://messervices.cyber.gouv.fr/visas/ANSSI-CC-2024-42-rapport.pdf,,,,,,,
FileVault (macOS),Common Criteria,anssi-cc-2025-36,APPLE,Apple Pay on Mac mini with M4 and Magic keyboard with Touch ID référence Mac mini with M4 and Magic keyboard with Touch ID version macOS Sequoia 15.4,BIKE,EAL2+,Active,2025-10-23,https://messervices.cyber.gouv.fr/visas/ANSSI-CC-2025-36-rapport.pdf,,,,,,,
FileVault (macOS),FIPS 140-3,5101,Apple Inc.,"Apple corecrypto Module v14.1 [Apple silicon, Kernel, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2025-12-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5101,2026-05-10,not in regen,filevault-macos,no_pqc_cert_classical_only,url_authoritative,CMVP #5101: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
FileVault (macOS),FIPS 140-3,5108,Apple Inc.,"Apple corecrypto Module v14.1 [Apple silicon, User, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2025-12-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5108,2026-05-10,not in regen,filevault-macos,no_pqc_cert_classical_only,url_authoritative,CMVP #5108: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
FileVault (macOS),FIPS 140-3,5184,Apple Inc.,"Apple corecrypto Module 18.3 [Apple silicon, User, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2026-03-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5184,2026-05-10,not in regen,filevault-macos,no_pqc_cert_classical_only,url_authoritative,CMVP #5184: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
FileVault (macOS),FIPS 140-3,5202,Apple Inc.,"Apple corecrypto Module v14.0 [Intel, Kernel, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5202,2026-06-04,not in regen,,,,,
FileVault (macOS),FIPS 140-3,5201,Apple Inc.,"Apple corecrypto Module v14.0 [Intel, User, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5201,2026-05-16,not in regen,,,,,
FileVault (macOS),FIPS 140-3,5218,Apple Inc.,"Apple corecrypto Module v18.3 [Intel, Kernel, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5218,2026-06-04,not in regen,,,,,
FileVault (macOS),FIPS 140-3,5217,Apple Inc.,"Apple corecrypto Module v18.3 [Intel, User, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5217,2026-06-04,not in regen,,,,,
FileVault (macOS),FIPS 140-3,5216,Apple Inc.,"Apple corecrypto Module v14.0 [Apple silicon, User, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5216,2026-06-04,not in regen,,,,,
FileVault (macOS),FIPS 140-3,5263,Apple Inc.,"Apple corecrypto Module v14.0 [Apple silicon, Kernel, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-05-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5263,2026-06-04,not in regen,,,,,
FileVault (macOS),FIPS 140-3,5289,Apple Inc.,"Apple corecrypto Module v13.0 [Apple silicon, Secure Key Store, Hardware SL2/PHY3]",No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2026-05-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5289,2026-06-06,not in regen,,,,,
FileVault (macOS),FIPS 140-3,5307,Apple Inc.,"Apple corecrypto Module v13.0 [Apple silicon, Secure Key Store, Hardware SL2]",No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2026-06-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5307,2026-06-06,not in regen,,,,,
FileVault (macOS),FIPS 140-3,5306,Apple Inc.,"Apple corecrypto Module 18.3 [Apple silicon, Secure Key Store, Hardware, SL2/PHY3]",No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2026-06-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5306,2026-06-06,not in regen,,,,,
FileVault (macOS),FIPS 140-3,5304,Apple Inc.,"Apple corecrypto Module v14.0 [Apple silicon, Secure Key Store, Hardware, SL2/PHY3]",No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2026-06-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5304,2026-06-06,not in regen,,,,,
FileVault (macOS),FIPS 140-3,5303,Apple Inc.,"Apple corecrypto Module v14.0 [Apple silicon, Secure Key Store, Hardware, SL2]",No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2026-06-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5303,2026-06-06,not in regen,,,,,
Forcepoint DLP,FIPS 140-3,4835,Forcepoint,Forcepoint NGFW Cryptographic Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-10-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4835,2026-06-06,not in regen,,,,,
Fortanix Data Security Manager,ACVP,A5344,"Fortanix, Inc.",Fortanix Crypto Algorithm Library,LMS,,deprecated,2024-05-22,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=17995,2026-06-04,not in regen,,,,,
Fortanix Data Security Manager,FIPS 140-3,4139,"Fortanix, Inc.",Fortanix SDKMS Appliance,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-01-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4139,2026-06-06,not in regen,,,,,
Fortanix PQC Central,FIPS 140-3,4139,"Fortanix, Inc.",Fortanix SDKMS Appliance,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-01-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4139,2026-06-06,not in regen,,,,,
Fortinet FortiAuthenticator,FIPS 140-3,4362,"Fortinet, Inc.",FortiManager 6.2,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2022-11-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4362,2026-06-06,not in regen,,,,,
Fortinet FortiAuthenticator,FIPS 140-3,4443,"Fortinet, Inc.",FortiOS 6.4/7.0,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-02-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4443,2026-06-06,not in regen,,,,,
Fortinet FortiAuthenticator,FIPS 140-3,4931,Fortinet Technologies Inc.,FortiClient Crypto Library,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-12-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4931,2026-06-06,not in regen,,,,,
Fortinet FortiGate (FortiOS),FIPS 140-3,4415,"Fortinet, Inc.",FortiGate-VM 6.4 and 7.0,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2023-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4415,,,,,,,
Fortinet FortiGate (FortiOS),FIPS 140-3,4497,"Fortinet, Inc.",FortiGate Next-Generation Firewalls with FortiOS 6.4/7.0,No PQC Mechanisms Detected,FIPS 140-3 L2,Active,2023-05-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4497,,,,,,,
Fortinet FortiGate (FortiOS),FIPS 140-3,4607,"Fortinet, Inc.",FortiGate-VM,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2023-09-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4607,,,,,,,
Fortinet FortiGate (FortiOS),FIPS 140-3,4608,"Fortinet, Inc.",FortiGate-6300F/6301F/6500F/6501F,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-09-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4608,2026-06-04,not in regen,,,,,
Fortinet FortiGate (FortiOS),FIPS 140-3,4613,"Fortinet, Inc.",FortiGate-5001E1 Blade with FortiGate-5144C Chassis,No PQC Mechanisms Detected,FIPS 140-3 L2,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4613,,,,,,,
Fortinet FortiGate (FortiOS),FIPS 140-3,4612,"Fortinet, Inc.",FortiGate-600D/1200D/1500D/3000D/3700D and FortiGate-5001D with FortiGate-5144C Chassis,No PQC Mechanisms Detected,FIPS 140-3 L2,Active,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4612,,,,,,,
Fortinet FortiGate (FortiOS),FIPS 140-3,4611,"Fortinet, Inc.",FortiGate-61E/61F/81E/101E/101F and FortiWiFi-61E,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4611,2026-05-16,not in regen,,,,,
Fortinet FortiGate (FortiOS),FIPS 140-3,4610,"Fortinet, Inc.",FortiGate-3401E/3601E/3960E/3980E,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4610,2026-05-16,not in regen,,,,,
Fortinet FortiGate (FortiOS),FIPS 140-3,4609,"Fortinet, Inc.",FortiGate-201E/301E/401E/501E/601E,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4609,2026-05-16,not in regen,,,,,
Fortinet FortiGate-Rugged,FIPS 140-3,4362,"Fortinet, Inc.",FortiManager 6.2,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2022-11-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4362,2026-06-06,not in regen,,,,,
Fortinet FortiGate-Rugged,FIPS 140-3,4443,"Fortinet, Inc.",FortiOS 6.4/7.0,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-02-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4443,2026-06-06,not in regen,,,,,
Fortinet FortiGate-Rugged,FIPS 140-3,4931,Fortinet Technologies Inc.,FortiClient Crypto Library,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-12-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4931,2026-06-06,not in regen,,,,,
Fortinet FortiManager,FIPS 140-3,4415,"Fortinet, Inc.",FortiGate-VM 6.4 and 7.0,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4415,2026-06-06,not in regen,,,,,
Fortinet FortiManager,FIPS 140-3,4497,"Fortinet, Inc.",FortiGate Next-Generation Firewalls with FortiOS 6.4/7.0,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-05-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4497,2026-06-06,not in regen,,,,,
Fortinet FortiManager,FIPS 140-3,4607,"Fortinet, Inc.",FortiGate-VM,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-09-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4607,2026-06-06,not in regen,,,,,
Fortinet FortiManager,FIPS 140-3,4608,"Fortinet, Inc.",FortiGate-6300F/6301F/6500F/6501F,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-09-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4608,2026-06-04,not in regen,,,,,
Fortinet FortiManager,FIPS 140-3,4613,"Fortinet, Inc.",FortiGate-5001E1 Blade with FortiGate-5144C Chassis,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4613,2026-06-06,not in regen,,,,,
Fortinet FortiManager,FIPS 140-3,4612,"Fortinet, Inc.",FortiGate-600D/1200D/1500D/3000D/3700D and FortiGate-5001D with FortiGate-5144C Chassis,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4612,2026-06-06,not in regen,,,,,
Fortinet FortiManager,FIPS 140-3,4611,"Fortinet, Inc.",FortiGate-61E/61F/81E/101E/101F and FortiWiFi-61E,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4611,2026-05-16,not in regen,,,,,
Fortinet FortiManager,FIPS 140-3,4610,"Fortinet, Inc.",FortiGate-3401E/3601E/3960E/3980E,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4610,2026-05-16,not in regen,,,,,
Fortinet FortiManager,FIPS 140-3,4609,"Fortinet, Inc.",FortiGate-201E/301E/401E/501E/601E,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-09-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4609,2026-05-16,not in regen,,,,,
Fortinet FortiOS,FIPS 140-3,3897,"Fortinet, Inc.",FortiWLM-100D and FortiWLM-1000D,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2021-04-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3897,2026-05-10,not in regen,fortinet-fortios,no_pqc_cert_classical_only,url_authoritative,CMVP #3897: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
Fortinet FortiOS,FIPS 140-3,4362,"Fortinet, Inc.",FortiManager 6.2,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2022-11-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4362,2026-06-06,not in regen,,,,,
Fortinet FortiOS,FIPS 140-3,4361,"Fortinet, Inc.",FortiAnalyzer 6.2,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2022-11-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4361,2026-06-04,not in regen,,,,,
Fortinet FortiOS,FIPS 140-3,4443,"Fortinet, Inc.",FortiOS 6.4/7.0,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2023-02-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4443,,,,,,,
Fortinet FortiOS,FIPS 140-3,4931,Fortinet Technologies Inc.,FortiClient Crypto Library,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-12-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4931,2026-06-06,not in regen,,,,,
Fortinet FortiOS,FIPS 140-3,5268,"Fortinet, Inc.",FortiAP Access Points with FortiAP 7.4,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2026-05-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5268,2026-06-06,not in regen,,,,,
Fortinet FortiOS,FIPS 140-3,5308,Fortinet Technologies Inc,FortiSwitch Crypto Library,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-06-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5308,2026-06-06,not in regen,,,,,
Fortinet FortiWeb,FIPS 140-3,4415,"Fortinet, Inc.",FortiGate-VM 6.4 and 7.0,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4415,2026-06-06,not in regen,,,,,
Fortinet FortiWeb,FIPS 140-3,4497,"Fortinet, Inc.",FortiGate Next-Generation Firewalls with FortiOS 6.4/7.0,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-05-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4497,2026-06-06,not in regen,,,,,
Fortinet FortiWeb,FIPS 140-3,4607,"Fortinet, Inc.",FortiGate-VM,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-09-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4607,2026-06-06,not in regen,,,,,
Fortinet FortiWeb,FIPS 140-3,4608,"Fortinet, Inc.",FortiGate-6300F/6301F/6500F/6501F,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-09-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4608,2026-06-04,not in regen,,,,,
